,text,old
677,['شكل نفذ حكم قضي صدر درة درس قرن'], أشكالية تنفيذ الاحكام القضائية الصادرة ضد الادارة : دراسة مقارنة
678,['شكل رجع خرج صناديق ثمر درس استطلاعية عين رقب حسب قهر'],مشكلات المراجعة الخارجية لصناديق الاستثمار : دراسة استطلاعية على عينة من مراقبي الحسابات في القاهرة 
679,['طور دير جهز حكم درس استطلاعية سبب دخل تبع جهز حكم'], تطوير المديرين في الأجهزة الحكومة : دراسة استطلاعية للأسباب الداخلية التي تتبعها الأجهزة الحكومية
680,['نظم دعم قرر قرح بني سلب حلل هرم إدر صين'],نظام دعم قرارات مقترح مبني على أسلوب التحليل الهرمي لإدارة الصيانة
681,['طلق رمج علم درب كترو وذج قرح'],إطلاق برامج التعليم والتدريب الإلكتروني : نموذج مقترح
682,['قصى تغر توقع ان ؤثر سلك بحث غذي عكس ادء درس يدن'],التقصى عن بعض المتغيرات المتوقع أن تؤثر على سلوك البحث عن تغذية عكسية عن الاداء : دراسة ميدانية
683,['كون رئس زيج روج أثر نشط سوق'],المكونات الرئيسة للمزيج الترويجي وأثرها في النشاط التسويقي
684,['وزع كترو علم قرر عمل مدى حجة نظم جنب الى درس اختبارية تغر'],التوزيع الالكتروني لمعلومات تقارير الأعمال ومدى الحاجة لتنظيم جانبه المالى : دراسة اختبارية للمتغيرات
685,['نفس كفء خصص كلف ؤسس حكم وقع طبق نظم حيط درل'],المنافسة والكفاءة وتخصيص التكلفة في المؤسسات الحكومية : واقع التطبيق على نظام الاحتياطي الفيدرالي
686,['سمع شهد نقش سئل جني نظم سعد'],سماع الشهود ومناقشتهم في المسائل الجنائية في النظام السعودي
687,['بكر حكم جرر مثل دري'],اعادة ابتكار الحكومة اجترار الامثال الإدارية 
688,['حمي جني بيئ نظم سعد'],الحماية الجنائية للبيئة في النظام السعودي
689,['نطق قنو بدأ منع جنب مرس جار ملك عرب سعد'],النطاق القانوني لمبدأ منع الأجانب من ممارسة التجارة في المملكة العربية السعودية
690,['روح كيف تحل نظم'],قوة الروح: كيف تتحول المنظمات
691,['قيم نتج ؤمر وزر نظم جار علم سنغافورة هونج كونج'], تقييم لنتائج المؤتمرات الوزارية لمنظمة التجارة العالمية من سنغافورة حتى هونج كونج
692,['كفء سوق عمن الة قطع بنك ستى ضعف'],كفاءة سوق عمان المالية : قطاع البنوك عند المستوى الضعيف
693,['نظر حدث حفظ استثمارية وإمكانية طبق سوق سهم سعد'],النظرية الحديثة للمحافظ الاستثمارية وإمكانية تطبيقها على سوق الأسهم السعودية
694,['جلس كلء ملك عرب سعد 1350 1373 هـ 1931 1953م'],مجلس الوكلاء في المملكة العربية السعودية 1350-1373 هـ / 1931-1953م
695,['اثر خدم خرى رجع حسب جود علم حسب درس يدن سور'],أثر الخدمات الأخرى لمراجع الحسبات على جودة المعلومات المحاسبية : دراسة ميدانية في سورية
696,['حدد جود خدم رعي صحة ولي درس نوع'],محددات جودة خدمات الرعاية الصحية الأولية : دراسة نوعية
697,['آبعاد اجتماعية اقتصادية مني زيد عمل وفد نقص وظف قوى عمل وطن'],ألآبعاد الاجتماعية والاقتصادية والامنية لزيادة العمالة الوافدة ونقص توظيف القوى العاملة الوطنية
698,['مدى درك طلب جمع أثر لبئ نظم دخل دفع جاز'],مدى إدراك طلاب الجامعات لتأثير لبيئة التنظيمية الداخلية على دافعيتهم للإنجاز 
699,['بعد سلك حدد لتب نظم حكم الكترونية وظف قطع عام ملك'],الأبعاد السلوكية المحددة لتبني أنظمة الحكومة الألكترونية بين موظفي القطاع العام في المملكة
700,['قبل سعد نمو ناج عمل'],مستقبل السعودة ونمو أنتاجية العمل
701,['محن وظف سلم'],امتحانات التوظيف في الإسلام
702,['اسس سؤل درة وضع'],أساس مسؤولية الإدارة الموضوعية
703,['رجع ادء يئى اطر قرح'],امراجعة الأداء البيئى : إطار مقترح
704,['نزع لكة نفع عمة ملك عرب سعد'],نزع الملكية للمنفعة العامة في المملكة العربية السعودية
705,['خصص دور عمل حقق لدل جلس تعا خلج'], خصائص دورة الأعمال الحقيقية لدول مجلس التعاون الخليجي
706,['نظر سهم جرم درس قرن'],نظرية المساهمة الجرمية : دراسة مقارنة
707,['نظم بدل'],أنظمة التبادل
708,['فصل سبع حيد قئد'],الفصول السبعة في حيادة القائد
709,['تجه حدث درة ورد بشر درس استطلاعية ضغط أسباب وظف قطع'],الاتجاهات الحديثة في إدارة الموارد البشرية : دراسة استطلاعية عن ضغط الوقت وأسبابة بين موظفي القطاع
711,['همي سعر حول قيس ادء وذج قرح'],أهمية السعر التحويلي لقياس الأداء : نموذج مقترح
712,['حكم غرم أخر نظم نفس سعد رقب ديو ظلم درس حلل'],أحكام الغرامة التأخيرية في نظام المنافسات السعودي ورقابة ديوان المظالم عليها : دراسة تحليلية
713,['تجه نفس سلك استراتيجي سوق نشآ عمل سوق سعد'],الاتجاهات النفسية للمستلكين نحو الإستراتيجيات التسويقية لمنشآت الأعمال بالسوق السعودية
714,['جنب جمع بدع نظر شبك جمع سكن دينام تحر او تغر'],الجانب الاجتماعي للإبداع : منظور شبكي اجتماعي ساكن ودينامي(متحرك أو متغير)
715,['بحث حصف شكل كمن صلح دري'],بحثا عن الحصافة : المشكلة الكامنة في الاصلاح الإداري
716,['جمع صرم عدم خرج وضع علم درة عمة سهم قصء سرد'],الجمع بين الصرامة وعدم الخروج عن الموضوع في علم الإدارة العامة : مساهمة الاستقصاء السردي
717,['ضعف ادء كاديم سبب علج طبق طلب كلة قصد درة جمع قصم'],ضعف الأداء الأكاديمي: الأسباب والعلاج تطبيق على طلاب كلية الاقتصاد والادارة جامعة القصيم
718,['بنء قيس قوم تبع اثر درب وذج لاستخدامه عمل تبع وجه نظر تدرب'],بناء مقياس لتقويم ومتابعة أثر التدريب ونموذج لاستخدامه في عملية المتابعة من وجهة نظر المتدرب
719,['حمي جني وضع حية خصة جرم نرن شرع صري مدع ادل شرع'],الحماية الجنائية الموضوعية للحياة الخاصة من جرائم الانترنت في التشريع المصري : (مدعما بالأدلة الشرعية)
720,['تصل دري نظم علم'],الاتصالات الادارية ونظم المعلومات
721,['حفز دري فكر سلم'],الحوافز الإدارية في الفكر الإسلامي
722,['اثر سيس سعر لما شرب خصص ورد ملك عرب سعد'],أثر السياسات السعرية لمياه الشرب على تخصيص الموارد في المملكة العربية السعودية
723,['درة قيم كسب شرع'],ادارة القيم المكتسبة للمشروع
724,['درس يدن عمل ؤثر غير رجع خرج شرك سهم ملك عرب سعد'], دراسة ميدانية للعوامل المؤثرة في تغيير المراجع الخارجي بالشركات المساهمة في المملكة العربية السعودية
725,['درك وظف مدى وضع نظم قيم ادئ علق بعض خصص شخص وظف درس طبق'],إدارك الموظفين لمدى موضوعية نظام تقييم أدائهم وعلاقته ببعض الخصائص الشخصية والوظيفية : دراسة تطبيقية
726,['أثر خطأ قيس قدر اذج تعدد ستي درس طبق'],تأثير خطأ القياس على تقديرات النماذج متعددة المستويات: دراسة تطبيقية
727,['عمل ؤثر سلك دري بكر دير قطع بنك جرة سعد'], العوامل المؤثرة على السلوك الإداري الابتكاري لدى المديرين في قطاع البنوك التجارية السعودية
728,['اثر قدر بدع دير سيق نظم ستى حتى طور نظم سعد'],أثر القدرات الإبداعية للمديرين والسياق التنظيمي على مستوى ومحتوى تطوير المنظمات السعودية
729,['علق دفع عمل دخل لزم نظم ادء وظف خصص فرد درس يدن'],العلاقة بين دافعية العمل الداخلية والالتزام التنظيمي والأداء الوظيفي والخصائص الفردية : دراسة ميدانية
730,['أثر خطر دعوى قضي مرس حفظ حسب شرك تهم لعب'],تأثير مخاطر الدعاوى القضائية على ممارسات التحفظ المحاسبي في الشركات المتهمة بالتلاعب
731,['اهة صناديق ثمر ادر ملك عرب سعد'],ماهية صناديق الاستثمار وادارتها في المملكة العربية السعودية
732,['بدل علم كفء سوق مول ملك عرب سعد'],تبادل المعلومات وكفاءة سوق التمويل في المملكة العربية السعودية
733,['حدد عيء هنى جنس درس طبق ؤسس رعي اجتماعية بعض مدن ملك'],محددات الإعياء المهنى بين الجنسين : دراسة تطبيقية في مؤسسات الرعاية الاجتماعية ببعض مدن المملكة
734,['جرب خصص ملك عرب سعد ضوء جرب دول'],تجربة التخصيص في المملكة العربية السعودية في ضوء التجارب الدولية
735,['حدد نمو قصد قطع نفط سعد'],محددات النمو الاقتصادي في القطاع غير النفطي السعودي
736,['جهز دري ركز ملك عرب سعد بدي قرن جدد سبل طور'],الأجهزة الإدارية المركزية في المملكة العربية السعودية مع بداية القرن الجديد وسبل تطويرها
737,['حدد هيكل اجل دين شرك سهم سعد'],محددات هيكل أجل الديون في الشركات المساهمة السعودية
738,['دور رجع خرج قيم عمل ربط خطر حتم أغراض خطط عمل رجع درس يدن'], دور المراجع الخارجي في تقييم العوامل المرتبطة بالخطر الحتمي لأغراض تخطيط عملية المراجعة : دراسة ميدانية
739,['علق وقت اعل علم الة خصص شرك سهم سعد'],العلاقه بين توقيت الإعلان عن المعلومات المالية وخصائص الشركات المساهمة السعودية
740,['تجه وظف جهز حكم ارد دور وطن عمق فهم خدم دنة'], اتجاهات الموظفين في الأجهزة الحكومية الأردنية نحو دور المواطن في تعميق مفهوم الخدمة المدنية 
741,['مدى عرض حق وظف بعث قال وبين لزم خدم دول درس قرن'],مدى التعارض بين حق الموظف المبتعث في الاستقالة وبين الالتزام بخدمة الدولة : دراسة مقارنة
742,['خلف ثقف نقل عرف خصة نظم عبر حدد اطر عمل وحد'],الاختلافات الثقافية في نقل المعرفة الخاصة بالمنظمات عبر الحدود : إطار عمل موحد
743,['رجع حسب عمة ملك عرب سعد ارء رجع ديو رقب عمة'],مراجعة الحسابات العامة في المملكة العربية السعودية : آراء المراجعين في ديوان المراقبة العامة
744,['حلل اثر عمل نظم شخص عبر ذات بيئ عمل'],تحليل أثر العوامل التنظيمية والشخصية في اعتبار الذات في بيئة العمل
745,['ستي شبع حاج عمل ؤسس عمة ضمن جمع ارد'],مستويات أشباع حاجات العاملين في المؤسسة العامة للضمان الاجتماعي في الأردن 
746,['حلل اثر تغر اقتصادية ادء صناديق ثمر سوق ورق الة نشئ مصر'],تحليل أثر المتغيرات الاقتصادية في أداء صناديق الاستثمار في سوق الأوراق المالية الناشئة في مصر
747,['عوق بدع نظم سعد'],معوقات الابداع في المنظمات السعودية
748,['حلل قصد علق ملك عرب سعد ياب'],تحليل اقتصادي لعلاقات المملكة العربية السعودية مع اليابان
749,['قرن اذج كرث بحث دلل سيس شمل'],مقارنة بين نماذج الكوارث : البحث عن دليل لسياسة شاملة
750,['حلل علق سبب فاق حكم يرد حكم ملك عرب سعد'],تحليل العلاقة السببية بين الانفاق الحكومي والايرادات الحكومية في المملكة العربية السعودية
751,['وقع كتب جمع سعد شبك نرن قيم وقع خدم'],مواقع المكتبات الجامعية السعودية على شبكة الإنترنت : تقييم للواقع والخدمات
752,['روج صنع غذي ارد شرك عرض جرة دول'],ترويج الصناعات الغذائية الأردنية من خلال المشاركة في المعارض التجارية الدولية
753,['نظم زكة الي وحس عاش عام قدر كمي شمل قصد غرب'],نظام الزكاة المالي وحسن المعاش العام : تقدير كمي شمولي في الاقتصاد المغربي
754,['درة استراتيجية بنء نظم قبل'],الإدارة الإستراتيجية : بناء منظمات المستقبل
755,['نظر صحب صلح أبعاد لسف'],نظرية أصحاب المصالح وأبعادها الفلسفية
756,['تصر قبل فعل كمل قصد عرب درس حلل لمعوقاته وسل حقق'],تصور مستقبلي لتفعيل التكامل الاقتصادي العربي : دراسة تحليلة لمعوقاته ووسائل تحقيقة
757,['وذج ريض قرح خصص كلف غرق طقة كلف شرك شآت صنع'],نموذج رياضي مقترح لتخصيص التكاليف الغارقة للطاقة والتكاليف المشتركة في المنشآت الصناعية
758,['طبق دور حدث إدر ورد بشر نظم عمل سعد'],تطبيق الأدوار الحديثة لإدارات الموارد البشرية في منظمات الأعمال السعودية
759,['عولم درة عمة'],العولمة والادارة العامة
760,['تطر قان قرس بلس وحق حرة عبر كان عمل وظف عمم'],تطور في القانون : قارسيتي ضد سيبالوس وحق حرية التعبير في مكان العمل للموظفين العموميين
761,['أثر تغر شخص نظم ستى غرب وظف'], تأثير المتغيرات الشخصية والتنظيمية على مستوى الاغتراب الوظيفي
762,['عرض نقد كتب كنولوج علم درة تحل نظم قصد رقم'], عرض نقدي لكتاب تكنولوجيا المعلومات للادارة : تحول المنظمات نحو الاقتصاد الرقمي 
763,['شرك قطع حكم خاص كصغ نوع صدر مول جال علم عام'], الشراكة بين القطاعين الحكومي والخاص كصيغة لتنويع مصادر التمويل في مجال التعليم العام
764,['قدر كلف اجتماعية تلث هئي ريض ملك عرب سعد'],تقدير التكلفة الاجتماعية للتلوث الهوائي في الرياض بالمملكة العربية السعودية
765,['حكم ضرر سؤل دري'],أحكام الضرر في المسؤولية الإدارية
766,['درة عمة عون قيم مانعرف وكف عرف'],الادارة العامة التعاونية : تقييم مانعرفة وكيفية معرفتة
767,['تنع تحقق قصد سعد'],التنوع المتحقق في الاقتصاد السعودي
768,['قدر دلة طلب ورد سور فتر 1970م 2004م'],تقدير دالة الطلب على الواردات في سورية خلال الفترة من عام 1970م الى 2004م
769,['خير تغر هيكل سلك عنصر فاق كلى قصد عودى'],اختيار التغيرات الهيكلية في سلوك عناصر الإنفاق الكلى في الاقتصاد السعودى
770,['خطء طبة ودر درب كترو لحد درس طبق هيئ عمة تأم'], الأخطاء الطبية ودور التدريب الإلكتروني عن بعد في الحد منها: دراسة تطبيقية على الهيئة العامة للتأمين
771,['ثقة نظم جهز حكم ملك عرب سعد حدد اثر'],الثقة التنظيمية في الأجهزة الحكومية بالمملكة العربية السعودية : بعض المحددات والآثار 
772,['غلل كشف إدر عمل عدة نول عضل ناج'],الاستغلال والاستكشاف وإدارة العمليات : إعادة تناول معضلة الإنتاجية
773,['جدر بأي سمى اخر عدة صيغ بدأ اول خدم دنة'],الجدارة بأي مسمى آخر : إعادة صياغة المبدأ الأول للخدمة المدنية
774,['قصء سرد بحث ربط'],الاستقصاء السردي والبحث عن الترابط
775,['دور ؤسس نمي دري تمك قيد نسي وجه تحد قيد درس يدن'],"دور مؤسسات التنمية الادارية في تمكين القيادات النسائية من مواجهة تحديات القيادة"" دراسة ميدانية"
776,['سئل كبرى علم جال درة عمة'],الاسئلة الكبرى في التعليم في مجال الادارة العامة
777,['سلك وطن نظم جهز حكم قطر'],سلوك المواطنة التنظيمية في الاجهزة الحكومية القطرية
778,['حدد طلب ياه غرض زلي درس حلل نطق ريض ملك عرب سعد'], محددات الطلب على المياه للأغراض المنزلية : دراسة تحليلية لمنطقة الرياض والمملكة العربية السعودية 
779,['درة ازم درس يدن مدى وفر عنصر نظم درة ازم وجه نظر عمل وظف'],إدارة الأزمات : دراسة ميدانية لمدى توافر عناصر نظام إدارة الأزمات من وجهة نظر العاملين في الوظائف
780,['درة جهد تعلق جود بيئ رعي صحة طبق'], إدارة الجهد المتعلق بالجودة في بيئة الرعاية الصحية : تطبيق 
781,['حجة طلق قيد نظم سجل عين عقر درس نظم ملك عرب سعد'],الحجية المطلقة للقيد في نظام التسجيل العيني للعقارات : دراسة للنظام في المملكة العربية السعودية
782,['قيم هجي علم اطر فكر نظر حسب يجب'],تقييم المنهجية العلمية للإطار الفكري لنظرية المحاسبة الإيجابية
783,['درة ازم وقي علج درس سحة صرف ارد'],ادارة الأزمات بين الوقائية والعلاجية : دراسة مسحية في المصارف الأردنية
784,['قيم جرب جزر عدة قوم اصل ثبت قبل هلك درس حلل يدن'],تقييم تجربة الجزائر في إعادة تقويم الأصول الثابتة القابلة للاهتلاك : دراسة تحليلية ميدانية
785,['عرض كتب عدة هندس درة طلب حتم قيد جدد'],عرض كتاب : إعادة هندسة الإدارة المطلب الحتمي للقيادة الجديدة
786,['قيم صمم إرسال بان عبر شبك نرن علم'],تقييم تصميم وإرسال الاستبانة عبر شبكة الإنترنت العالمية
787,['عرض نقد كتب سيس عمة نظر طبق'],عرض نقدي لكتاب : السياسات العامة : النظرية والتطبيق
788,['درة كفء قرن حدي عشر'], إدارة الكفاءات للقرن الحادي والعشرون
789,['دور قبل لمه حسب رجع سعد ضوء تفق نظم جار علم'],الدور المستقبلي لمهنة المحاسبة والمراجعة السعودية في ضوء اتفاقيات منظمة التجارة العالمية 
790,['قيم نهج عان عمل علم نشر مجل علم دري درس طبق'],تقييم لمنهجية المعاينة للأعمال العلمية المنشورة في مجلات العلوم الإدارية : دراسة تطبيقية
791,['فكر حسن نية جال جنس درس حلل نصص نظم جنس عرب سعد'],فكرة حسن النية في مجال الجنسية : دراسة تحليلية لنصوص نظام الجنسية العربية السعودية
792,['وذج نظر لسق عمل سعد سيس وظف عمل وطن'], نموذج نظري لسوق العمل السعودي وسياسات توظيف العمالة الوطنية 
793,['عمل حدد خير عملاء سعد بنك دين ريض ملك عرب سعد'], العوامل المحددة لاختيار العملاء السعوديين للبنوك في مدينة الرياض بالمملكة العربية السعودية 
794,['غرب وظف صدر درس يدن علق بعض تغر شخص نظم قطع'],الاغتراب الوظيفي ومصادره : دراسة ميدانية حول علاقتهما ببعض المتغيرات الشخصية والتنظيمية في القطاع
795,['درة نزع نجح مشاريع شائ رجع ادب طور اطر ظرى'],إدارة النزاع ونجاح المشاريع الإنشائية : مراجعة للأدبيات وتطوير إطار نظرى
796,['هل لدك نظم ذات صمم جيد'], هل لديك منظمة ذات تصميم جيد
797,['اثر خدم كنولوج علم هنة دقق قطع شرك صنع ارد درس يدن'],أثر استخدام تكنولوجيا المعلومات على مهنة التدقيق في قطاع الشركات الصناعية في الاردن : دراسة ميدانية
798,['دمج ارد درس يدن بنك جرة'],الاندماج في الاردن : دراسة ميدانية على البنوك التجارية
799,['قيس جود خدم صرف بنك وطن جرة قطر درس يدن'],قياس جودة الخدمات المصرفية للبنوك الوطنية التجارية القطرية : دراسة ميدانية
800,['توط وظف قطع جار درس يدن'],توطين الوظائف في قطاع التجارة : دراسة ميدانية
801,['ادر عمل نظم قوم ادء علق بعض عمل شخص نظم درس يدن'],أدرك العاملين لنظام تقويم الأداء وعلاقته ببعض العوامل الشخصية والتنظيمية : دراسة ميدانية
802,['وقع فيد بعد حدد لرض جود خدم درس جهز حكم عامل بشر'],توقعات المستفيدين والأبعاد المحددة لرضاهم عن جودة الخدمات: دراسة على الأجهزة الحكومية المتعاملة مباشرة
803,['كيف يؤد غير اسس قيس حسب الى غير سلك دري عرض ادل'],كيف يؤدي التغيير في أسس القياس المحاسبي إلى التغيير في السلوك الاداري؟ استعراض للأدلة
804,['جرم حسب الي نرن صعب عرض كفح'],جرائم الحاسب الألي والإنترنت : الصعوبات التي تعترض المكافحة
805,['لقد حان إدر طرق ذات غزى فئد بحث سرد بحث درة عمة'],لقد حان الوقت لإدراك طريقة ذات مغزى فوائد البحث السردي في بحوث الإدارة العامة
806,['جرم غلل نفذ قان قرن نظم سعد'],جريمة استغلال النفوذ في القانون المقارن والنظام السعودية
807,['ابعد درة عرف'],مابعد إدارة المعرفة
808,['جرم حيل سوق الة وفق نظم سعد'],جريمة الاحتيال في السوق المالية وفقاً للنظام السعودي
809,['بدأ حرة نفس عقد نفذ عقد دري ضبط نظم سعد درس حلل'],مبدأ حرية التنافس في التعاقد في تنفيذ العقود الإدارية وضوابطه في النظام السعودي : دراسة تحليلية
810,['جرم سرق مال معلوماتي قون عصر'],جريمة سرقة المال المعلوماتي في القوانين المعاصرة 
811,['حدد خير درة سيس حسب دخل سجب درس اختبارية شرك سعد'],محددات اختيار الإدارة للسياسات المحاسبية : المدخل الإسجابي ـ دراسة اختبارية على الشركات السعودية
812,['جهد طور دري كوت درس قيم يدن'],جهود التطوير الإداري في الكويت : دراسة تقييمية ميدانية
813,['دور درة جمع مصر ضوء تحد عصر'],أدوار الإدارة الجامعية في مصر في ضوء التحديات المعاصرة
814,['جنب نفذ حسم درة جود كلة'],جوانب تنفيذية حاسمة في ادارة الجودة الكلية
815,['حدد سلك دري خير سيس حسب ضوء نظر يجب درس اختبارية'],محددات السلوك الاداري في اختيار السياسات المحاسبية في ضوء النظرية الايجابية : دراسة اختبارية
816,['جئز جود درس قرن نظر ربو'],جوائز الجودة : دراسة مقارنة من منظور تربوي
817,['حدد هيكل مول شرك صنع سهم ملك عرب سعد'],محددات الهيكل التمويلي للشركات الصناعية المساهمة في المملكة العربية السعودية 
818,['جود خدم برد ملك عرب سعد'],جودة الخدمات البريدية في المملكة العربية السعودية
819,['علق نظم علم يزة نفس قطع دوي ارد'],العلاقة بين نظم المعلومات والميزة التنافسية في قطاع الأدوية الأردني
820,['تجه درة علا طبق وصف يزو 9000 شرك سعد صنع سسي سبك'],اتجاهات الإدارة العليا نحو تطبيق مواصفات (الأيزو 9000) في الشركة السعودية للصناعات الأساسية سابك
821,['خطر امن نظم علم حسب الكترونية درس يدن شآت سعد'],مخاطر أمن نظم المعلومات المحاسبية الإلكترونية : دراسة ميدانية على المنشآت السعودية
822,['حدد لزم هني رجع حسب خرج تجه عملاء استخدامه أسلوب صدق'],حدود الالتزام المهني لمراجع الحسابات الخارجي تجاه العملاء عند استخدامه لأسلوب المصادقات
823,['دخل قرح طور دور علم حسب فهم كامل جود شمل'],مدخل مقترح لتطوير دور المعلومات المحاسبيه في اطار المفهوم المتكامل للجودة الشاملة
824,['درة عرف طور نظم طمح تحد'], إدارة المعرفة وتطوير المنظمات الطموحات والتحديات
825,['مدى حسس وظفى دئر حكم ارد محافظتى كرك طفل عدل نظم درس يدن'],مدى إحساس موظفى الدوائر الحكومية الأردنية في محافظتى الكرك والطفيلة بالعدالة التنظيمية : دراسة ميدانية
826,['فاق عمم ثمر خاص خير اثر زحم عبر عان عاد'],الإنفاق العمومي والاستثمار الخاص : اختيار أثر المزاحمة عبر المعاينة المعادة
827,['مدى عدد دير لاستخدام فرق عمل جهز حكم درس استطلاعية جهز دري'],مدى استعداد المديرين لاستخدام فرق العمل في الأجهزة الحكومية : دراسة استطلاعية على الأجهزة الإدارية
828,['همي نسب مواضيع حسب بدئ حوكم شرك قيس موز قرح'],الأهمية النسبية للمواضيع المحاسبية في مبادئ حوكمة الشركات: مقياس موزون مقترح
829,['مدى همم جمر ارد طبق ضبط رقب لأم علم حسب بيئ كنولوج'],مدى اهتمام الجمارك الأردنية بتطبيق الضوابط الرقابية لأمن المعلومات المحاسبية في بيئة تكنولوجيا
830,['تحد وجه شآت صحة خصة نطق ريض الب وجه'],التحديات التي تواجهها المنشآت الصحية الخاصة في منطقة الرياض واساليب مواجهتها
831,['مدى دقة نسب الة بئو عثر بنك درس يدن قطع صرف ارد'],مدى دقة النسب المالية في التنبئو بتعثر البنوك : دراسة ميدانية على القطاع المصرفي الأردني
832,['تحد عصر أمام ورد بشر عرب سبل غلب'],التحديات المعاصرة أمام الموارد البشرية العربية وسبل التغلب عليها
833,['عمل برح امت مرس دري'],العمل بروح الامتنان في الممارسة الإدارية 
834,['خصخص شرك كهرباء ارد درس يدن لتج دير درا'],خصخصة شركات الكهرباء الأردنية : دراسة ميدانية لاتجاهات مديري اداراتها
835,['اسس طبق نظر ظرف طرئ قان قرن شرع سلم'],اساس تطبيق نظرية الظروف الطارئة بين القانون المقارن والشريعة الإسلامية
836,['دخل شبك عون درس فاد دير قطع عام'],داخل الشبكات التعاونية : عشرة دروس مستفادة لمديري القطاع العام
837,['عمل حدد عمل صحة سعد وزر صحة'],العوامل المحددة للعمالة الصحية غير السعودية في وزارة الصحة
838,['تحس سمر جود فهم وكف طبق نظم صحة'],التحسين المستمر للجودة : المفهوم وكيفية التطبيق في المنظمات الصحية
839,['عدل عمل نشر شآت صغر توسط ملك عرب سعد'],معدل وعوامل انتشار المنشآت الصغيرة والمتوسطة في المملكة العربية السعودية
840,['درس علق عدل ركم طلب قرر كمة بعض عمل خرى طبق'],دراسة العلاقة بين المعدل التراكمي للطالب في المقررات الكمية وبعض العوامل الاخرى مع التطبيق
841,['عوق فصح بيئ قرر الة حلة جمهور مصر عرب'],معوقات الإفصاح البيئي في التقارير المالية : حالة جمهورية مصر العربية
842,['حلل لحق سلب بحث رجع كمة درس سبق'],التحليل اللاحق : أسلوب البحث من خلال المراجعة الكمية للدراسات السابقة
843,['قرن خصص وتج رؤس بعض سلك قيد نبؤ لزم نظم رؤس'],مقارنة بعض خصائص واتجاهات المرؤسين وبعض سلوكيات القيادة في التنبؤ بالالتزام التنظيمي للمرؤوسين
844,['درس حلل قيس طلب ورد صدر سعد ثلث 1968 1997'],دراسة تحليلية قياسية للطلب من الواردات والصادرات السعودية خلال ثلاثين عاما 1968 - 1997
845,['قوم دير نفذ فعل'],مقومات المدير التنفيذي الفعال
846,['درس حلل لتج بحث حسب نشر ملك عرب سعد'],دراسة تحليلية لاتجاهات البحوث المحاسبية المنشورة في المملكة العربية السعودية
847,['هار قيد فرق عمل دير درس ثني عمة كلئ بحر'],مهارات قيادة فريق العمل لدى مديري المدارس الثانوية العامة ووكلائها بالبحيرة
848,['تجه شغل وظف قيد وزر ادر حكم دول كوت فوض سلط'],اتجاهات شاغلي الوظائف القيادية في الوزارات والإدارات الحكومية في دولة الكويت نحو تفويض السلطة
849,['وقف ديو ظلم نفذ قرر دري علق شرط وقف'],موقف ديوان المظالم من نفاذ القرار الاداري المعلق على شرط واقف
850,['درس قوم فعل نظم كلي قني ملك عرب سعد'],دراسة تقويمية للفعالية التنظيمية للكليات التقنية بالمملكة العربية السعودية
851,['عمل ؤثر توج سوق شآت صغر'],العوامل المؤثرة في التوجه التسويقي في المنشآت الصغيرة
852,['تطر حدث عصر حسب قوم'],التطورات الحديثة والمعاصرة في المحاسبة القومية
853,['نظم عمل سعد جدد عرض علق'],نظام العمل السعودي الجديد : عرض وتعليق
854,['درس سحة نهج قيس قصد حسب ودر خدم مثل ورد ائة مصر'],دراسة مسحية لمناهج القياس الاقتصادي والمحاسبي ودورها في الاستخدام الأمثل للموارد المائية في مصر
855,['نظر طرق فصل خلف خلف نشئ ثمر جنب وفق نظم ثمر جنب'],نظرة حول طرق الفصل في المخالفات والخلافات الناشئة عن الاستثمار الأجنبي وفقاً لنظام الاستثمار الأجنبي
856,['درس قرن نظر قيد أسلوب حلل حدى تخذ قرر مزج مثل نتج'],دراسة مقارنة لنظرية القيود وأسلوب التحليل الحدى لاتخاذ قرارات المزج الأمثل للمنتجات
857,['نظر فسد ابن خلد'],نظرية الفساد عند ابن خلدون
858,['عقد غئب شرع دول عرب'],التعاقد بين غائبين في تشريعات الدول العربية
859,['همي علم هني سمر حسب قنو'], أهمية التعليم المهني المستمر للمحاسب القانوني
860,['علم نظم قوم ادء ركز خدم رجع ؤسس عمة خدم وذج قرح'],التعلم التنظيمي وتقويم الأداء في مراكز خدمة مراجعي المؤسسات العامة الخدمية : نموذج مقترح
861,['عمل ؤثر مرس علم نظم بلد ارد'],العوامل المؤثرة في ممارسة التعليم التنظيمي في البلديات الأردنية
862,['علم ازم كتر نظر علم ودل ضام درة ازم قبل'],التعليم من أزمة كاترينا: منظور عالمي ودولي مع مضامين حول إدارة الأزمات في المستقبل
863,['هل مايزال شبح ريدر يلر يسك روق حكم نظر الى فهم كفء حكم عصر'],هل مايزال شبح فريدريك تايلور يسكن أروقة الحكومة؟ نظرة إلى مفهوم الكفاءة الحكومية في عصرنا
864,['اثر ضمم ملك عرب سعد نظم جار علم wot قطع صرف سعد'],آثار انضمام المملكة العربية السعودية الى منظمة التجارة العالمية (WOT) على القطاع المصرفي السعودي
865,['رمج خطط سار وظف مرس صعب نظم عمل سعد'], برامج تخطيط المسار الوظيفي : الممارسات والصعوبات في منظمات الاعمال السعودية 
